# Assembly name:  Armbor1
# Organism name:  Armillaria borealis (basidiomycete fungi)
# Infraspecific name:  strain=FPL87.14
# Taxid:          47425
# BioSample:      SAMN10865533
# BioProject:     PRJNA519861
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPT01
# Assembly method: Falcon v. 1.8.8
# Expected final version: no
# Genome coverage: 386.53x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435635.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435645.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
EV421scaffold_738	unplaced-scaffold	na	na	JAUEPT010000738.1	<>	na	Primary Assembly	10137	na
EV421scaffold_739	unplaced-scaffold	na	na	JAUEPT010000739.1	<>	na	Primary Assembly	10117	na
EV421scaffold_740	unplaced-scaffold	na	na	JAUEPT010000740.1	<>	na	Primary Assembly	10109	na
EV421scaffold_741	unplaced-scaffold	na	na	JAUEPT010000741.1	<>	na	Primary Assembly	10101	na
EV421scaffold_742	unplaced-scaffold	na	na	JAUEPT010000742.1	<>	na	Primary Assembly	10055	na
EV421scaffold_743	unplaced-scaffold	na	na	JAUEPT010000743.1	<>	na	Primary Assembly	10004	na
EV421scaffold_744	unplaced-scaffold	na	na	JAUEPT010000744.1	<>	na	Primary Assembly	9994	na
EV421scaffold_745	unplaced-scaffold	na	na	JAUEPT010000745.1	<>	na	Primary Assembly	9987	na
EV421scaffold_746	unplaced-scaffold	na	na	JAUEPT010000746.1	<>	na	Primary Assembly	9900	na
EV421scaffold_747	unplaced-scaffold	na	na	JAUEPT010000747.1	<>	na	Primary Assembly	9824	na
EV421scaffold_748	unplaced-scaffold	na	na	JAUEPT010000748.1	<>	na	Primary Assembly	9822	na
EV421scaffold_749	unplaced-scaffold	na	na	JAUEPT010000749.1	<>	na	Primary Assembly	9795	na
EV421scaffold_750	unplaced-scaffold	na	na	JAUEPT010000750.1	<>	na	Primary Assembly	9792	na
EV421scaffold_751	unplaced-scaffold	na	na	JAUEPT010000751.1	<>	na	Primary Assembly	9787	na
EV421scaffold_752	unplaced-scaffold	na	na	JAUEPT010000752.1	<>	na	Primary Assembly	9745	na
EV421scaffold_753	unplaced-scaffold	na	na	JAUEPT010000753.1	<>	na	Primary Assembly	9703	na
EV421scaffold_754	unplaced-scaffold	na	na	JAUEPT010000754.1	<>	na	Primary Assembly	9671	na
EV421scaffold_755	unplaced-scaffold	na	na	JAUEPT010000755.1	<>	na	Primary Assembly	9658	na
EV421scaffold_756	unplaced-scaffold	na	na	JAUEPT010000756.1	<>	na	Primary Assembly	9619	na
EV421scaffold_757	unplaced-scaffold	na	na	JAUEPT010000757.1	<>	na	Primary Assembly	9585	na
EV421scaffold_758	unplaced-scaffold	na	na	JAUEPT010000758.1	<>	na	Primary Assembly	9582	na
EV421scaffold_759	unplaced-scaffold	na	na	JAUEPT010000759.1	<>	na	Primary Assembly	9513	na
EV421scaffold_760	unplaced-scaffold	na	na	JAUEPT010000760.1	<>	na	Primary Assembly	9492	na
EV421scaffold_761	unplaced-scaffold	na	na	JAUEPT010000761.1	<>	na	Primary Assembly	9437	na
EV421scaffold_762	unplaced-scaffold	na	na	JAUEPT010000762.1	<>	na	Primary Assembly	9411	na
EV421scaffold_763	unplaced-scaffold	na	na	JAUEPT010000763.1	<>	na	Primary Assembly	9411	na
EV421scaffold_764	unplaced-scaffold	na	na	JAUEPT010000764.1	<>	na	Primary Assembly	9358	na
EV421scaffold_765	unplaced-scaffold	na	na	JAUEPT010000765.1	<>	na	Primary Assembly	9327	na
EV421scaffold_766	unplaced-scaffold	na	na	JAUEPT010000766.1	<>	na	Primary Assembly	9308	na
EV421scaffold_767	unplaced-scaffold	na	na	JAUEPT010000767.1	<>	na	Primary Assembly	9281	na
EV421scaffold_768	unplaced-scaffold	na	na	JAUEPT010000768.1	<>	na	Primary Assembly	9266	na
EV421scaffold_769	unplaced-scaffold	na	na	JAUEPT010000769.1	<>	na	Primary Assembly	9172	na
EV421scaffold_770	unplaced-scaffold	na	na	JAUEPT010000770.1	<>	na	Primary Assembly	9156	na
EV421scaffold_771	unplaced-scaffold	na	na	JAUEPT010000771.1	<>	na	Primary Assembly	9151	na
EV421scaffold_772	unplaced-scaffold	na	na	JAUEPT010000772.1	<>	na	Primary Assembly	9043	na
EV421scaffold_773	unplaced-scaffold	na	na	JAUEPT010000773.1	<>	na	Primary Assembly	9031	na
EV421scaffold_774	unplaced-scaffold	na	na	JAUEPT010000774.1	<>	na	Primary Assembly	9002	na
EV421scaffold_775	unplaced-scaffold	na	na	JAUEPT010000775.1	<>	na	Primary Assembly	8994	na
EV421scaffold_776	unplaced-scaffold	na	na	JAUEPT010000776.1	<>	na	Primary Assembly	8943	na
EV421scaffold_777	unplaced-scaffold	na	na	JAUEPT010000777.1	<>	na	Primary Assembly	8941	na
EV421scaffold_778	unplaced-scaffold	na	na	JAUEPT010000778.1	<>	na	Primary Assembly	8874	na
EV421scaffold_779	unplaced-scaffold	na	na	JAUEPT010000779.1	<>	na	Primary Assembly	8536	na
EV421scaffold_780	unplaced-scaffold	na	na	JAUEPT010000780.1	<>	na	Primary Assembly	8487	na
EV421scaffold_781	unplaced-scaffold	na	na	JAUEPT010000781.1	<>	na	Primary Assembly	8337	na
EV421scaffold_782	unplaced-scaffold	na	na	JAUEPT010000782.1	<>	na	Primary Assembly	8330	na
EV421scaffold_783	unplaced-scaffold	na	na	JAUEPT010000783.1	<>	na	Primary Assembly	8231	na
EV421scaffold_784	unplaced-scaffold	na	na	JAUEPT010000784.1	<>	na	Primary Assembly	8171	na
EV421scaffold_785	unplaced-scaffold	na	na	JAUEPT010000785.1	<>	na	Primary Assembly	8054	na
EV421scaffold_786	unplaced-scaffold	na	na	JAUEPT010000786.1	<>	na	Primary Assembly	8044	na
EV421scaffold_787	unplaced-scaffold	na	na	JAUEPT010000787.1	<>	na	Primary Assembly	7904	na
EV421scaffold_788	unplaced-scaffold	na	na	JAUEPT010000788.1	<>	na	Primary Assembly	7857	na
EV421scaffold_789	unplaced-scaffold	na	na	JAUEPT010000789.1	<>	na	Primary Assembly	7738	na
EV421scaffold_790	unplaced-scaffold	na	na	JAUEPT010000790.1	<>	na	Primary Assembly	7704	na
EV421scaffold_791	unplaced-scaffold	na	na	JAUEPT010000791.1	<>	na	Primary Assembly	7608	na
EV421scaffold_792	unplaced-scaffold	na	na	JAUEPT010000792.1	<>	na	Primary Assembly	7364	na
EV421scaffold_793	unplaced-scaffold	na	na	JAUEPT010000793.1	<>	na	Primary Assembly	7156	na
EV421scaffold_794	unplaced-scaffold	na	na	JAUEPT010000794.1	<>	na	Primary Assembly	7088	na
EV421scaffold_795	unplaced-scaffold	na	na	JAUEPT010000795.1	<>	na	Primary Assembly	6852	na
EV421scaffold_796	unplaced-scaffold	na	na	JAUEPT010000796.1	<>	na	Primary Assembly	6823	na
EV421scaffold_797	unplaced-scaffold	na	na	JAUEPT010000797.1	<>	na	Primary Assembly	6751	na
EV421scaffold_798	unplaced-scaffold	na	na	JAUEPT010000798.1	<>	na	Primary Assembly	6689	na
EV421scaffold_799	unplaced-scaffold	na	na	JAUEPT010000799.1	<>	na	Primary Assembly	6589	na
EV421scaffold_800	unplaced-scaffold	na	na	JAUEPT010000800.1	<>	na	Primary Assembly	6532	na
EV421scaffold_801	unplaced-scaffold	na	na	JAUEPT010000801.1	<>	na	Primary Assembly	6527	na
EV421scaffold_802	unplaced-scaffold	na	na	JAUEPT010000802.1	<>	na	Primary Assembly	6448	na
EV421scaffold_803	unplaced-scaffold	na	na	JAUEPT010000803.1	<>	na	Primary Assembly	6448	na
EV421scaffold_804	unplaced-scaffold	na	na	JAUEPT010000804.1	<>	na	Primary Assembly	6447	na
EV421scaffold_805	unplaced-scaffold	na	na	JAUEPT010000805.1	<>	na	Primary Assembly	6439	na
EV421scaffold_806	unplaced-scaffold	na	na	JAUEPT010000806.1	<>	na	Primary Assembly	6432	na
EV421scaffold_807	unplaced-scaffold	na	na	JAUEPT010000807.1	<>	na	Primary Assembly	6404	na
EV421scaffold_808	unplaced-scaffold	na	na	JAUEPT010000808.1	<>	na	Primary Assembly	6386	na
EV421scaffold_809	unplaced-scaffold	na	na	JAUEPT010000809.1	<>	na	Primary Assembly	6356	na
EV421scaffold_810	unplaced-scaffold	na	na	JAUEPT010000810.1	<>	na	Primary Assembly	6313	na
EV421scaffold_811	unplaced-scaffold	na	na	JAUEPT010000811.1	<>	na	Primary Assembly	6300	na
EV421scaffold_812	unplaced-scaffold	na	na	JAUEPT010000812.1	<>	na	Primary Assembly	6222	na
EV421scaffold_813	unplaced-scaffold	na	na	JAUEPT010000813.1	<>	na	Primary Assembly	6175	na
EV421scaffold_814	unplaced-scaffold	na	na	JAUEPT010000814.1	<>	na	Primary Assembly	6149	na
EV421scaffold_815	unplaced-scaffold	na	na	JAUEPT010000815.1	<>	na	Primary Assembly	5821	na
EV421scaffold_816	unplaced-scaffold	na	na	JAUEPT010000816.1	<>	na	Primary Assembly	5730	na
EV421scaffold_817	unplaced-scaffold	na	na	JAUEPT010000817.1	<>	na	Primary Assembly	5672	na
EV421scaffold_818	unplaced-scaffold	na	na	JAUEPT010000818.1	<>	na	Primary Assembly	5670	na
EV421scaffold_819	unplaced-scaffold	na	na	JAUEPT010000819.1	<>	na	Primary Assembly	5471	na
EV421scaffold_820	unplaced-scaffold	na	na	JAUEPT010000820.1	<>	na	Primary Assembly	5383	na
EV421scaffold_821	unplaced-scaffold	na	na	JAUEPT010000821.1	<>	na	Primary Assembly	5357	na
EV421scaffold_822	unplaced-scaffold	na	na	JAUEPT010000822.1	<>	na	Primary Assembly	5292	na
EV421scaffold_823	unplaced-scaffold	na	na	JAUEPT010000823.1	<>	na	Primary Assembly	5127	na
EV421scaffold_824	unplaced-scaffold	na	na	JAUEPT010000824.1	<>	na	Primary Assembly	4914	na
EV421scaffold_825	unplaced-scaffold	na	na	JAUEPT010000825.1	<>	na	Primary Assembly	4859	na
EV421scaffold_826	unplaced-scaffold	na	na	JAUEPT010000826.1	<>	na	Primary Assembly	4752	na
EV421scaffold_827	unplaced-scaffold	na	na	JAUEPT010000827.1	<>	na	Primary Assembly	4738	na
EV421scaffold_828	unplaced-scaffold	na	na	JAUEPT010000828.1	<>	na	Primary Assembly	4720	na
EV421scaffold_829	unplaced-scaffold	na	na	JAUEPT010000829.1	<>	na	Primary Assembly	4631	na
EV421scaffold_830	unplaced-scaffold	na	na	JAUEPT010000830.1	<>	na	Primary Assembly	4584	na
EV421scaffold_831	unplaced-scaffold	na	na	JAUEPT010000831.1	<>	na	Primary Assembly	4580	na
EV421scaffold_832	unplaced-scaffold	na	na	JAUEPT010000832.1	<>	na	Primary Assembly	4536	na
EV421scaffold_833	unplaced-scaffold	na	na	JAUEPT010000833.1	<>	na	Primary Assembly	4457	na
EV421scaffold_834	unplaced-scaffold	na	na	JAUEPT010000834.1	<>	na	Primary Assembly	4417	na
EV421scaffold_835	unplaced-scaffold	na	na	JAUEPT010000835.1	<>	na	Primary Assembly	4226	na
EV421scaffold_836	unplaced-scaffold	na	na	JAUEPT010000836.1	<>	na	Primary Assembly	4066	na
EV421scaffold_837	unplaced-scaffold	na	na	JAUEPT010000837.1	<>	na	Primary Assembly	3996	na
EV421scaffold_838	unplaced-scaffold	na	na	JAUEPT010000838.1	<>	na	Primary Assembly	3574	na
EV421scaffold_839	unplaced-scaffold	na	na	JAUEPT010000839.1	<>	na	Primary Assembly	3490	na
EV421scaffold_840	unplaced-scaffold	na	na	JAUEPT010000840.1	<>	na	Primary Assembly	3307	na
EV421scaffold_841	unplaced-scaffold	na	na	JAUEPT010000841.1	<>	na	Primary Assembly	3203	na
EV421scaffold_842	unplaced-scaffold	na	na	JAUEPT010000842.1	<>	na	Primary Assembly	3056	na
EV421scaffold_843	unplaced-scaffold	na	na	JAUEPT010000843.1	<>	na	Primary Assembly	3039	na
EV421scaffold_844	unplaced-scaffold	na	na	JAUEPT010000844.1	<>	na	Primary Assembly	3025	na
EV421scaffold_845	unplaced-scaffold	na	na	JAUEPT010000845.1	<>	na	Primary Assembly	2991	na
EV421scaffold_846	unplaced-scaffold	na	na	JAUEPT010000846.1	<>	na	Primary Assembly	2936	na
EV421scaffold_847	unplaced-scaffold	na	na	JAUEPT010000847.1	<>	na	Primary Assembly	2792	na
EV421scaffold_848	unplaced-scaffold	na	na	JAUEPT010000848.1	<>	na	Primary Assembly	2675	na
EV421scaffold_849	unplaced-scaffold	na	na	JAUEPT010000849.1	<>	na	Primary Assembly	2626	na
EV421scaffold_850	unplaced-scaffold	na	na	JAUEPT010000850.1	<>	na	Primary Assembly	2553	na
EV421scaffold_851	unplaced-scaffold	na	na	JAUEPT010000851.1	<>	na	Primary Assembly	2525	na
EV421scaffold_852	unplaced-scaffold	na	na	JAUEPT010000852.1	<>	na	Primary Assembly	2499	na
EV421scaffold_853	unplaced-scaffold	na	na	JAUEPT010000853.1	<>	na	Primary Assembly	2439	na
EV421scaffold_854	unplaced-scaffold	na	na	JAUEPT010000854.1	<>	na	Primary Assembly	2312	na
EV421scaffold_855	unplaced-scaffold	na	na	JAUEPT010000855.1	<>	na	Primary Assembly	2266	na
EV421scaffold_856	unplaced-scaffold	na	na	JAUEPT010000856.1	<>	na	Primary Assembly	2148	na
EV421scaffold_857	unplaced-scaffold	na	na	JAUEPT010000857.1	<>	na	Primary Assembly	2079	na
EV421scaffold_858	unplaced-scaffold	na	na	JAUEPT010000858.1	<>	na	Primary Assembly	1845	na
EV421scaffold_859	unplaced-scaffold	na	na	JAUEPT010000859.1	<>	na	Primary Assembly	1837	na
EV421scaffold_860	unplaced-scaffold	na	na	JAUEPT010000860.1	<>	na	Primary Assembly	1683	na
EV421scaffold_861	unplaced-scaffold	na	na	JAUEPT010000861.1	<>	na	Primary Assembly	1387	na
EV421scaffold_862	unplaced-scaffold	na	na	JAUEPT010000862.1	<>	na	Primary Assembly	1381	na
EV421scaffold_863	unplaced-scaffold	na	na	JAUEPT010000863.1	<>	na	Primary Assembly	1259	na
EV421scaffold_864	unplaced-scaffold	na	na	JAUEPT010000864.1	<>	na	Primary Assembly	1017	na
